Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2014-02-16,Katherine,25.5,32.2,0.0,5.0,,WSW,41.0,WNW,W,15.0,20.0,82.0,64.0,1008.6,1004.2,8.0,8.0,27.7,31.7,No,Yes
2016-03-11,Mildura,19.6,35.2,0.0,4.0,8.6,SW,28.0,,SE,0.0,11.0,75.0,31.0,1016.5,1014.0,3.0,2.0,22.6,33.4,No,No
2014-08-14,Woomera,5.0,18.3,0.0,4.0,6.4,SE,57.0,SSE,SE,22.0,41.0,66.0,30.0,1030.6,1025.3,6.0,7.0,8.9,17.1,No,No
2010-12-28,Williamtown,17.5,23.0,0.0,6.0,0.0,S,46.0,S,S,19.0,20.0,55.0,60.0,1018.4,1018.6,8.0,8.0,19.7,20.6,No,No
2009-12-01,Brisbane,21.0,29.2,0.0,8.4,,E,48.0,SSE,ESE,9.0,20.0,49.0,55.0,1012.1,1010.5,2.0,7.0,26.7,25.1,No,No
2009-12-14,Adelaide,14.5,31.3,0.0,18.2,13.3,ESE,28.0,SSE,WSW,6.0,15.0,53.0,31.0,1021.1,1018.0,,,21.5,29.2,No,No
2009-09-21,Bendigo,1.4,18.0,0.0,2.2,,NE,43.0,ESE,ENE,9.0,20.0,66.0,42.0,1013.8,1005.6,1.0,8.0,12.0,16.7,No,Yes
2013-05-20,Adelaide,13.9,21.8,0.0,2.8,6.7,N,26.0,NNE,W,11.0,13.0,56.0,34.0,1018.1,1015.1,,,15.6,21.2,No,No
2016-09-01,MountGinini,0.7,9.8,6.8,,,W,39.0,WSW,WNW,17.0,13.0,99.0,88.0,,,,,3.7,5.8,Yes,No
2017-02-06,PerthAirport,16.7,33.8,0.0,9.6,12.3,E,54.0,E,SSE,30.0,13.0,46.0,26.0,1010.7,1005.8,0.0,1.0,23.2,33.2,No,No
2012-07-22,Albany,6.7,17.9,0.0,2.2,4.9,,,,,0.0,0.0,81.0,68.0,1020.4,1016.3,4.0,7.0,9.0,15.9,No,No
2016-09-14,Woomera,5.1,15.9,1.6,4.2,,SW,56.0,W,SW,26.0,37.0,70.0,28.0,1018.9,1015.5,1.0,,9.6,14.8,Yes,No
2010-09-17,Adelaide,10.2,15.1,0.0,3.8,1.0,SW,33.0,SSW,SSW,9.0,15.0,45.0,51.0,1030.7,1027.7,,,12.2,14.1,No,No
2016-08-19,GoldCoast,14.1,24.0,0.0,,,NNE,31.0,SSE,NNE,9.0,22.0,58.0,55.0,1023.2,1019.4,,,20.1,22.7,No,No
2009-10-16,MountGambier,7.6,15.9,12.8,3.2,6.6,SSW,41.0,SSW,SSW,22.0,30.0,85.0,64.0,1020.2,1021.4,7.0,7.0,12.6,15.2,Yes,Yes
2011-02-19,Cobar,24.5,37.1,0.0,8.0,,WSW,57.0,N,N,17.0,13.0,59.0,40.0,1008.5,1007.5,7.0,7.0,26.8,33.7,No,Yes
2014-12-20,Townsville,25.8,32.7,1.4,8.2,8.7,ENE,35.0,ENE,ENE,6.0,24.0,69.0,60.0,1012.1,1008.6,6.0,2.0,29.2,31.5,Yes,Yes
2014-02-08,Richmond,13.9,36.1,0.0,,,E,35.0,,NNE,0.0,9.0,69.0,25.0,1018.2,1014.1,,,21.5,35.2,No,No
2013-10-23,Katherine,27.6,37.9,0.0,10.0,,NW,31.0,WNW,E,9.0,9.0,66.0,48.0,1011.3,1006.5,2.0,6.0,30.5,36.5,No,No
2014-12-05,Perth,16.2,24.5,0.0,8.2,0.9,ESE,31.0,E,SSE,13.0,9.0,64.0,50.0,1016.6,1014.0,8.0,8.0,18.7,24.1,No,No
2015-12-31,AliceSprings,17.2,21.1,48.4,0.2,0.0,SSW,52.0,S,SSW,22.0,24.0,97.0,95.0,1004.6,1003.6,8.0,8.0,18.0,19.2,Yes,Yes
2016-02-16,MountGambier,11.8,21.3,1.0,5.8,11.0,SSW,46.0,SSW,SSW,30.0,28.0,50.0,34.0,1019.4,1020.1,6.0,6.0,15.0,19.5,No,No
2017-05-05,CoffsHarbour,11.3,22.0,2.4,,,SW,30.0,SW,SSE,17.0,17.0,74.0,63.0,1030.6,1027.9,,,18.5,21.0,Yes,No
2010-03-12,PearceRAAF,28.1,41.2,0.0,,7.7,,,NNE,NNW,15.0,17.0,19.0,12.0,1017.5,1013.8,8.0,,31.7,39.0,No,No
2013-06-30,Melbourne,5.4,18.3,0.0,1.0,6.1,WNW,35.0,N,W,15.0,17.0,88.0,56.0,1027.5,1024.2,,,7.4,17.1,No,No
2009-07-18,Moree,2.0,18.4,0.0,1.6,9.9,NNW,28.0,ENE,NNW,13.0,15.0,80.0,39.0,1023.8,1020.0,1.0,2.0,9.1,17.6,No,No
2013-09-15,Watsonia,7.9,21.3,0.0,1.6,8.3,NW,33.0,ENE,N,6.0,15.0,87.0,44.0,1016.8,1013.0,5.0,7.0,12.7,20.7,No,Yes
2013-05-27,Launceston,2.3,13.3,0.0,,,SSE,22.0,E,NNW,7.0,6.0,70.0,51.0,1032.6,1031.3,,,6.7,12.6,No,No
2013-01-28,Bendigo,11.6,31.5,0.0,,,SSE,50.0,SSE,W,17.0,15.0,63.0,22.0,1009.1,1006.0,,,18.4,28.9,No,No
2016-09-19,NorahHead,13.7,21.9,31.8,,,W,37.0,W,SW,15.0,11.0,56.0,42.0,1008.6,1008.1,,,18.4,21.1,Yes,No
2010-05-13,PearceRAAF,10.0,16.4,13.2,,1.4,S,41.0,NE,S,7.0,30.0,89.0,62.0,1009.7,1011.2,8.0,7.0,13.7,15.7,Yes,No
2017-05-04,Newcastle,,21.2,3.8,,,,,SE,,9.0,,76.0,,,,7.0,,17.8,,Yes,No
2012-02-16,PerthAirport,18.8,30.7,0.0,7.4,12.5,SW,43.0,SSW,SW,11.0,31.0,61.0,34.0,1010.5,1009.0,1.0,3.0,23.5,29.2,No,No
2010-01-22,GoldCoast,21.6,29.7,0.0,,,NNE,31.0,NNE,NNE,13.0,24.0,65.0,61.0,1014.7,1013.6,,,27.2,28.3,No,No
2015-04-15,Sale,10.8,24.9,0.6,,,,,W,NE,20.0,22.0,94.0,55.0,1022.5,1016.4,8.0,,14.4,24.3,No,Yes
2015-01-02,Ballarat,11.6,38.2,0.0,,,N,59.0,N,NNW,26.0,35.0,29.0,9.0,1014.0,1011.3,2.0,,25.1,36.7,No,No
2016-08-21,Woomera,4.6,18.3,0.0,2.4,,NNE,35.0,ENE,NNE,13.0,22.0,58.0,24.0,1018.0,1013.0,3.0,6.0,11.1,17.1,No,No
2015-08-23,Moree,13.3,26.1,,,,NNE,46.0,NNE,NNE,30.0,22.0,77.0,55.0,1022.3,1017.5,2.0,6.0,19.4,24.6,,Yes
2015-06-12,Moree,7.3,21.6,0.0,,,ESE,37.0,ENE,E,13.0,11.0,64.0,40.0,1031.7,1027.3,,,13.5,20.8,No,No
2009-01-11,NorfolkIsland,19.7,22.8,0.4,5.4,1.2,SE,54.0,SE,SE,30.0,28.0,83.0,82.0,1006.4,1006.9,7.0,7.0,21.6,22.1,No,No
2010-02-05,Darwin,27.3,32.9,0.0,9.2,10.1,E,50.0,WSW,WNW,15.0,28.0,72.0,65.0,1011.8,1008.1,4.0,3.0,30.0,32.3,No,Yes
2017-05-04,WaggaWagga,3.8,20.0,0.0,2.6,,E,30.0,ESE,SSW,9.0,6.0,58.0,35.0,1031.1,1027.9,,,12.4,19.4,No,No
2014-04-04,Witchcliffe,8.6,27.1,0.0,,,NNE,26.0,,NNW,0.0,13.0,93.0,32.0,1018.5,1015.0,,,13.8,25.3,No,Yes
2014-02-05,PearceRAAF,17.4,36.5,0.0,,12.7,WSW,37.0,S,WSW,9.0,28.0,43.0,32.0,1010.8,1008.7,2.0,1.0,26.9,34.5,No,No
2012-02-09,AliceSprings,13.2,34.6,0.0,11.4,12.9,SSW,52.0,E,SW,17.0,19.0,20.0,9.0,1011.9,1007.8,0.0,1.0,26.4,33.5,No,No
2015-05-25,Cairns,21.8,25.3,1.4,6.2,2.6,SE,52.0,SSE,SSE,24.0,22.0,79.0,71.0,1021.7,1019.1,7.0,7.0,24.2,25.1,Yes,Yes
2009-07-08,Ballarat,-0.5,10.9,0.0,,,NNE,46.0,NNE,N,30.0,26.0,68.0,63.0,1028.2,1027.2,4.0,,6.1,10.1,No,No
2009-01-19,Perth,15.9,28.9,0.0,8.0,13.2,SW,43.0,SE,SE,15.0,17.0,66.0,37.0,1016.4,1013.7,1.0,1.0,19.3,28.0,No,No
2013-03-27,Brisbane,20.7,28.2,0.4,5.6,9.3,E,28.0,SSE,ENE,6.0,11.0,77.0,59.0,1020.1,1017.4,6.0,2.0,25.0,27.6,No,No
2016-05-13,Richmond,5.4,25.8,0.0,3.4,,SE,20.0,NW,NE,2.0,6.0,72.0,33.0,1022.1,1019.6,,,15.1,24.7,No,No
2011-06-14,Richmond,11.2,15.8,1.8,,,SE,44.0,SSW,S,22.0,20.0,86.0,96.0,1021.5,1020.5,,,13.8,13.3,Yes,Yes
2013-10-16,Nhil,6.9,29.0,0.0,,,NW,70.0,NNW,NW,31.0,44.0,31.0,12.0,1008.9,1002.3,,,16.5,27.6,No,Yes
2013-08-13,Uluru,8.6,29.3,0.0,,,NW,35.0,E,NW,15.0,22.0,49.0,20.0,1017.9,1013.2,,,16.9,28.7,No,No
2010-11-01,Sale,8.4,15.1,1.2,4.4,0.8,WSW,30.0,W,ESE,11.0,13.0,76.0,66.0,1018.7,1017.0,7.0,8.0,11.7,13.1,Yes,No
2017-01-17,GoldCoast,22.6,29.4,0.0,,,E,26.0,ENE,NNE,19.0,19.0,99.0,78.0,1017.3,1014.4,,,24.4,28.7,No,No
2016-07-31,Albany,6.7,12.0,18.0,,,,,WSW,,65.0,,87.0,,1012.6,1019.1,6.0,,10.9,,Yes,Yes
2008-07-18,Adelaide,7.4,15.3,1.4,0.8,5.9,WNW,39.0,NE,NW,9.0,19.0,86.0,58.0,1014.3,1012.4,,,9.3,13.7,Yes,
2016-02-19,Townsville,28.2,34.8,0.0,8.0,11.4,ENE,31.0,NNW,ENE,13.0,19.0,65.0,64.0,1010.4,1007.4,4.0,2.0,32.3,33.6,No,No
2011-06-17,CoffsHarbour,6.9,20.4,1.4,,9.3,WSW,37.0,NW,ENE,9.0,13.0,71.0,52.0,1010.9,1006.0,1.0,1.0,15.1,19.0,Yes,No
2013-09-11,Perth,13.4,18.5,19.4,2.8,5.2,WNW,50.0,NW,WNW,15.0,19.0,83.0,71.0,1004.7,1005.2,5.0,5.0,14.3,17.5,Yes,Yes
2011-10-31,Witchcliffe,8.8,26.2,0.0,,,S,41.0,E,S,11.0,22.0,60.0,49.0,1024.2,1021.0,,,19.5,23.8,No,No
2016-09-06,WaggaWagga,4.0,18.8,0.0,1.6,,NNW,17.0,ENE,W,9.0,9.0,88.0,59.0,1030.5,1028.1,,1.0,9.8,18.3,No,No
2013-11-12,Canberra,9.5,23.0,38.6,,,N,48.0,SSW,NW,17.0,28.0,75.0,37.0,1012.4,1009.2,2.0,3.0,14.2,20.7,Yes,No
2012-11-18,Albany,16.7,,0.0,8.0,9.4,,,WSW,WSW,20.0,30.0,88.0,75.0,1008.9,1009.0,7.0,7.0,20.2,19.6,No,No
2014-01-07,Brisbane,22.5,31.2,40.2,9.2,8.6,,,SE,ESE,11.0,22.0,50.0,52.0,1013.3,1012.8,6.0,6.0,27.8,26.9,Yes,No
2012-04-23,PearceRAAF,8.6,23.1,0.4,,10.5,E,48.0,ENE,E,31.0,17.0,53.0,31.0,1023.0,1019.9,0.0,0.0,15.8,22.5,No,No
2016-11-28,MelbourneAirport,12.1,21.1,1.0,3.0,8.8,SSE,33.0,SE,S,7.0,17.0,81.0,49.0,1016.0,1013.7,7.0,6.0,14.1,20.1,No,No
2016-06-19,Hobart,5.0,12.5,0.0,0.8,8.0,NW,28.0,NNW,NNW,13.0,11.0,89.0,61.0,1023.1,1018.8,1.0,1.0,6.1,12.2,No,No
2016-02-22,Sale,11.5,31.0,0.0,,,SW,30.0,NW,W,11.0,17.0,96.0,30.0,1022.6,1021.0,1.0,8.0,16.7,29.4,No,No
2016-06-24,Melbourne,6.9,10.7,13.8,3.8,4.5,W,44.0,W,W,13.0,17.0,71.0,65.0,1003.0,1008.7,7.0,5.0,8.2,8.4,Yes,Yes
2014-10-28,Bendigo,7.2,21.3,0.0,,,W,50.0,WNW,W,22.0,33.0,69.0,46.0,1013.7,1013.6,2.0,8.0,12.7,18.9,No,No
2017-04-16,Albany,16.6,17.8,0.0,,,,,SE,,19.0,,86.0,,1018.6,1016.5,7.0,,17.8,,No,No
2014-01-22,Sale,14.3,22.5,0.0,7.0,12.6,ESE,46.0,SSW,ESE,22.0,20.0,53.0,41.0,1021.7,1021.1,2.0,0.0,17.5,21.3,No,No
2015-03-21,GoldCoast,25.5,30.1,0.0,,,,,,,,,79.0,99.0,1017.9,1016.8,,,26.5,24.6,No,Yes
2013-06-18,Brisbane,6.7,20.2,0.0,4.6,9.8,W,22.0,WSW,WNW,7.0,11.0,54.0,31.0,1014.1,1011.4,1.0,1.0,14.0,19.3,No,No
2014-07-05,Canberra,-1.1,11.5,0.2,,,NW,48.0,NNW,WNW,22.0,26.0,84.0,68.0,1016.0,1014.6,3.0,4.0,7.5,9.1,No,No
2017-04-11,Cairns,19.5,31.5,0.0,,,ESE,43.0,SSE,ESE,17.0,30.0,66.0,61.0,1011.7,1008.9,,2.0,27.6,30.1,No,No
2010-05-04,Ballarat,10.0,18.3,0.0,,,NNE,52.0,N,WSW,35.0,20.0,58.0,99.0,1012.5,1010.4,4.0,8.0,12.9,10.0,No,Yes
2012-08-08,Nuriootpa,10.6,16.0,0.0,5.6,4.6,WNW,54.0,WNW,W,19.0,20.0,39.0,89.0,1016.9,1017.6,6.0,7.0,13.4,11.6,No,Yes
2015-04-24,Walpole,11.6,15.2,0.0,,,ESE,33.0,ENE,ESE,13.0,20.0,72.0,74.0,1031.6,1029.5,,,12.7,14.6,No,No
2009-05-22,BadgerysCreek,13.7,18.6,5.0,,,ESE,48.0,SE,ESE,19.0,15.0,72.0,85.0,1023.9,1021.2,,,17.0,17.2,Yes,Yes
2014-02-25,Wollongong,20.1,25.8,0.0,,,WNW,57.0,N,NE,20.0,43.0,72.0,71.0,1017.5,1012.9,,,22.8,24.2,No,No
2017-04-26,Cobar,11.9,16.8,5.8,,,WSW,70.0,W,WSW,22.0,30.0,68.0,47.0,1012.1,1012.9,,2.0,15.4,15.6,Yes,No
2015-01-09,Uluru,22.5,27.1,7.2,,,S,48.0,S,SSE,19.0,19.0,85.0,97.0,999.2,997.4,7.0,6.0,24.6,22.8,Yes,Yes
2013-10-29,PearceRAAF,14.1,32.4,0.0,,12.5,E,52.0,ESE,SSW,11.0,20.0,42.0,32.0,1019.3,1015.0,0.0,0.0,24.4,31.8,No,No
2009-02-16,Albany,16.1,22.4,0.0,7.6,11.9,,,NNW,WSW,9.0,30.0,84.0,68.0,1010.5,1010.1,7.0,2.0,18.7,21.9,No,No
2011-07-24,Newcastle,8.5,17.5,9.2,,,,,,NW,0.0,4.0,83.0,55.0,,,4.0,5.0,11.4,16.0,Yes,No
2012-03-31,Darwin,25.4,32.5,0.0,3.8,10.2,WNW,28.0,NNE,NW,9.0,17.0,70.0,61.0,1013.7,1009.5,2.0,1.0,29.4,31.3,No,No
2010-02-20,Adelaide,23.1,36.5,0.0,,6.9,NW,54.0,N,NNW,13.0,28.0,26.0,23.0,1012.0,1009.6,,,29.6,35.3,No,No
2009-02-07,AliceSprings,22.5,39.3,0.0,13.0,12.6,ENE,48.0,NE,NE,15.0,19.0,25.0,11.0,1004.5,1000.6,0.0,1.0,33.0,38.9,No,No
2010-07-17,Hobart,6.0,16.2,0.0,0.8,8.4,N,46.0,N,NNW,13.0,20.0,68.0,42.0,1020.9,1016.1,4.0,6.0,9.5,15.7,No,No
2016-02-22,Melbourne,,,,6.4,0.2,N,30.0,N,S,24.0,20.0,,,,,,,,,,
2017-03-31,Melbourne,10.1,17.9,2.8,5.0,6.7,S,26.0,WSW,SSW,7.0,11.0,70.0,47.0,1022.4,1020.2,4.0,4.0,12.9,17.0,Yes,No
2013-07-04,Dartmoor,9.6,12.4,0.0,3.8,0.4,WNW,59.0,N,NW,19.0,15.0,73.0,95.0,1003.1,999.8,,,10.1,7.8,No,Yes
2013-03-17,Brisbane,20.3,32.4,0.0,5.2,10.2,SE,43.0,NE,NE,2.0,7.0,70.0,62.0,1010.7,1007.0,0.0,2.0,27.2,30.8,No,No
2017-03-07,AliceSprings,24.0,30.1,0.0,10.2,,ESE,33.0,E,E,20.0,11.0,24.0,29.0,1011.8,1010.0,5.0,8.0,27.2,28.7,No,No
2014-05-26,Nuriootpa,13.3,21.1,0.0,0.4,0.0,WNW,35.0,NE,NNW,9.0,9.0,87.0,51.0,1015.5,1010.0,8.0,,14.6,20.8,No,Yes
2011-01-04,Richmond,16.6,22.1,2.8,33.8,,SE,26.0,SSW,SE,13.0,9.0,70.0,65.0,1014.8,1011.8,,,19.2,21.5,Yes,No
2009-12-23,Penrith,18.1,37.5,0.0,,,ENE,37.0,NNE,NE,6.0,20.0,54.0,23.0,,,,,25.4,35.6,No,No
2014-10-15,Perth,10.8,35.4,0.0,8.0,11.9,SE,31.0,E,SSW,7.0,13.0,32.0,25.0,1015.4,1010.3,0.0,0.0,25.5,34.3,No,No
2010-12-01,MountGinini,6.6,10.1,37.0,,,ENE,69.0,ENE,ENE,44.0,22.0,99.0,99.0,,,,,7.0,9.6,Yes,Yes
2010-09-28,Adelaide,10.2,14.9,0.6,3.0,7.1,WSW,39.0,SW,SW,19.0,19.0,45.0,52.0,1020.6,1020.3,,,14.2,14.2,No,No
2013-03-13,Albury,17.7,33.9,0.0,,,W,35.0,NNE,NW,22.0,17.0,47.0,28.0,1012.3,1007.3,,7.0,24.3,32.5,No,No
2015-06-22,Witchcliffe,8.1,13.7,19.6,,,SSW,57.0,S,S,13.0,20.0,69.0,59.0,1021.8,1023.4,,,10.9,13.2,Yes,No
2017-02-26,Launceston,13.2,23.1,0.0,,,NW,26.0,N,NW,4.0,15.0,62.0,44.0,,,,7.0,16.9,21.3,No,No
2012-05-24,Albury,7.8,17.0,0.0,,,ENE,24.0,E,S,4.0,11.0,82.0,96.0,1017.5,1015.2,2.0,8.0,10.9,11.8,No,Yes
2012-10-05,Dartmoor,6.7,16.3,0.0,,9.8,SW,28.0,SSW,SSW,9.0,15.0,82.0,60.0,1019.4,1019.5,,,13.3,14.7,No,Yes
2009-10-17,Watsonia,9.2,16.1,2.6,2.2,2.1,SSW,35.0,SSW,SSW,15.0,20.0,80.0,62.0,1024.7,1025.3,7.0,7.0,12.7,14.6,Yes,No
2014-02-13,Cobar,25.1,41.2,0.0,16.0,,SW,48.0,ENE,SSW,19.0,20.0,38.0,12.0,1007.6,1004.5,3.0,7.0,29.1,39.7,No,Yes
2012-05-15,Cobar,2.7,18.6,0.0,3.6,,SSW,31.0,SSE,S,11.0,15.0,55.0,29.0,1026.5,1023.3,0.0,0.0,9.4,17.9,No,No
2017-01-03,Cobar,18.8,35.5,0.0,,,E,43.0,E,ESE,24.0,17.0,,,1012.9,1010.3,,,25.4,34.6,No,No
2014-01-10,Dartmoor,17.7,34.8,0.0,7.0,13.2,SSW,43.0,NNE,SSW,19.0,22.0,50.0,46.0,1015.5,1014.5,,,25.0,30.1,No,No
2011-09-04,NorfolkIsland,12.3,17.1,63.2,,5.0,ESE,59.0,ESE,ESE,30.0,30.0,69.0,56.0,1025.1,1024.4,7.0,3.0,15.4,16.3,Yes,No
2008-07-21,Sydney,10.4,17.5,2.8,1.6,9.7,,,NW,W,26.0,31.0,56.0,31.0,1006.2,1008.1,1.0,1.0,13.1,16.7,Yes,No
2016-07-01,Tuggeranong,0.2,12.7,1.0,,,W,39.0,NE,WNW,7.0,11.0,77.0,51.0,1016.0,1017.9,,,6.0,12.0,No,No
2016-12-20,Cairns,25.1,33.5,,,,SE,41.0,SE,E,15.0,24.0,61.0,51.0,1011.5,1008.9,,,29.9,31.7,,Yes
2015-08-09,Nhil,6.3,16.2,0.2,,,N,35.0,N,N,11.0,17.0,88.0,44.0,1020.1,1014.9,,,9.6,15.5,No,No
2013-07-25,Brisbane,12.1,21.6,0.0,3.4,6.2,ESE,26.0,SW,ESE,6.0,9.0,56.0,59.0,1026.9,1024.4,5.0,6.0,16.9,19.8,No,No
2010-01-29,Darwin,22.7,31.9,15.2,2.6,4.7,WNW,57.0,W,W,26.0,37.0,79.0,71.0,1006.1,1003.7,7.0,8.0,28.7,31.0,Yes,Yes
2014-05-19,BadgerysCreek,7.1,24.8,0.0,,,N,13.0,,NNE,0.0,6.0,96.0,46.0,1026.2,1022.5,,,14.6,23.1,No,No
2008-12-29,Bendigo,11.9,24.1,0.0,9.2,,SSW,46.0,SSW,SW,22.0,24.0,49.0,25.0,1008.3,1007.0,3.0,5.0,15.8,23.2,No,No
2009-05-09,Melbourne,13.0,16.5,3.2,0.2,1.9,SSW,30.0,SW,SSE,15.0,19.0,96.0,69.0,1028.0,1025.9,8.0,7.0,13.3,15.2,Yes,No
2015-08-26,Dartmoor,5.6,15.1,0.0,1.6,4.8,S,19.0,,,0.0,0.0,,,1026.2,1022.6,,,9.8,14.4,No,No
2009-05-22,Nuriootpa,10.7,19.2,0.0,1.6,9.2,NE,43.0,NE,NE,20.0,24.0,60.0,40.0,1021.1,1016.2,1.0,1.0,13.3,18.9,No,No
2013-08-19,Nhil,4.2,11.3,3.0,,,SW,72.0,W,WSW,20.0,26.0,82.0,63.0,1014.6,1015.2,,,6.6,9.6,Yes,No
2016-10-17,Bendigo,6.8,16.2,8.0,,,W,50.0,WNW,WNW,13.0,26.0,79.0,48.0,1009.2,1009.8,2.0,4.0,10.4,15.4,Yes,Yes
2013-08-12,Witchcliffe,12.0,16.9,4.4,,,WNW,50.0,W,WNW,17.0,20.0,65.0,73.0,1017.1,1015.4,,,14.1,14.5,Yes,Yes
2017-03-03,SydneyAirport,20.2,25.1,13.8,5.2,1.4,SE,50.0,S,SE,19.0,31.0,99.0,87.0,1017.0,1016.1,7.0,8.0,20.8,22.9,Yes,Yes
2010-02-15,MountGambier,15.0,25.6,1.6,1.6,7.8,SSE,39.0,SSE,SE,26.0,28.0,84.0,58.0,1016.2,1016.2,7.0,7.0,19.1,24.1,Yes,No
2010-03-19,Brisbane,18.4,28.6,0.0,6.2,10.6,ESE,30.0,E,ESE,19.0,17.0,55.0,44.0,1022.4,1020.3,4.0,2.0,25.9,27.2,No,No
2016-08-23,MountGambier,0.2,14.0,0.0,,,E,26.0,NE,ESE,7.0,11.0,78.0,44.0,1019.0,1017.0,,,8.8,12.9,No,No
2009-08-18,Walpole,11.5,15.7,8.6,,,NW,54.0,WNW,WNW,20.0,22.0,93.0,77.0,1005.3,1005.8,,,12.6,13.9,Yes,Yes
2009-07-17,Townsville,6.7,23.0,0.0,5.8,10.9,S,37.0,SE,NE,9.0,20.0,27.0,23.0,1021.0,1016.3,1.0,0.0,18.8,22.0,No,No
2013-12-02,Moree,14.4,31.6,0.0,10.8,13.3,NE,33.0,NNE,WSW,17.0,6.0,48.0,22.0,1021.0,1016.1,5.0,1.0,20.5,29.1,No,No
2010-09-16,Albury,7.5,13.4,0.0,,,WSW,54.0,W,W,20.0,28.0,64.0,49.0,1019.2,1017.0,6.0,3.0,10.2,13.1,No,No
2011-10-05,Perth,7.8,22.6,0.0,4.0,10.6,SW,26.0,NE,WSW,6.0,13.0,58.0,45.0,1020.7,1018.2,3.0,6.0,17.4,21.2,No,No
2013-09-30,WaggaWagga,8.4,27.9,0.0,4.0,10.3,N,52.0,E,N,17.0,24.0,54.0,24.0,1015.3,1008.8,7.0,4.0,17.0,27.0,No,No
2014-01-18,Melbourne,21.5,24.0,,16.0,3.4,S,41.0,SSE,S,13.0,31.0,68.0,64.0,1012.1,1013.5,,,22.4,21.6,,
2011-08-06,MountGinini,2.3,3.3,2.2,,,NW,61.0,NW,NW,28.0,28.0,,,,,,,,,Yes,Yes
2009-03-31,Hobart,11.5,17.0,4.4,0.8,,E,30.0,N,NE,2.0,13.0,86.0,72.0,1033.3,1030.6,8.0,8.0,12.6,16.0,Yes,No
2009-10-20,Woomera,13.3,34.4,0.0,12.2,11.6,NW,39.0,NNE,NW,15.0,20.0,13.0,4.0,1019.9,1016.7,0.0,2.0,21.9,32.8,No,No
2009-03-28,Tuggeranong,14.5,27.3,0.0,,,N,28.0,E,NNW,4.0,15.0,68.0,36.0,1024.3,1020.3,,,15.6,25.5,No,No
2012-10-09,MountGambier,1.2,15.0,0.0,3.2,2.8,WSW,43.0,NNW,SW,15.0,26.0,90.0,92.0,1016.1,1013.9,7.0,8.0,9.3,11.5,No,Yes
2009-09-17,NorahHead,14.3,30.0,0.4,,,NNW,63.0,N,NNW,9.0,39.0,92.0,34.0,1018.0,1011.0,,,18.2,28.3,No,No
2010-08-29,Sydney,7.8,18.4,0.0,4.0,9.7,,,WNW,E,15.0,15.0,68.0,55.0,,1025.9,1.0,1.0,11.1,16.3,No,No
2014-08-27,MelbourneAirport,5.1,18.9,0.0,3.2,10.7,SW,28.0,NNW,S,7.0,19.0,80.0,47.0,1028.3,1027.0,0.0,1.0,11.9,17.9,No,No
2015-03-05,Albury,15.1,23.4,0.0,,,W,54.0,W,WSW,28.0,28.0,40.0,24.0,1012.0,1012.5,,,15.7,22.3,No,No
2015-07-26,MountGambier,4.5,9.7,13.8,1.8,6.1,W,70.0,WNW,WSW,30.0,30.0,79.0,56.0,1015.8,1019.1,3.0,,5.9,9.3,Yes,Yes
2013-11-01,Sydney,17.3,21.7,0.0,8.0,7.7,,,,,0.0,0.0,63.0,61.0,1023.8,1020.2,7.0,7.0,19.0,21.0,No,No
2012-06-14,NorahHead,11.3,18.6,1.6,,,W,26.0,W,SSE,11.0,6.0,95.0,76.0,1019.1,1016.6,,,12.5,16.3,Yes,No
2013-10-11,PearceRAAF,8.8,,0.0,,6.5,WSW,50.0,W,W,24.0,30.0,61.0,60.0,1018.3,1015.6,5.0,7.0,19.2,19.6,No,
2009-09-04,Launceston,6.1,12.6,5.6,,,WSW,37.0,W,NNW,17.0,19.0,84.0,86.0,1008.4,1006.1,,,10.8,9.9,Yes,Yes
2010-10-23,Richmond,9.9,29.2,0.0,,,NE,50.0,NNE,N,2.0,11.0,71.0,53.0,1016.9,1013.6,,,19.1,24.0,No,Yes
2010-09-04,Brisbane,18.5,25.7,0.0,4.0,9.8,NE,39.0,N,NNE,7.0,17.0,74.0,65.0,1021.3,1016.7,4.0,3.0,22.4,24.5,No,Yes
2011-03-11,BadgerysCreek,18.4,28.7,0.0,,,ENE,31.0,,ENE,0.0,19.0,87.0,59.0,1016.7,1015.4,,,20.9,27.1,No,No
2013-09-15,SydneyAirport,12.5,19.8,0.8,4.0,6.2,SE,30.0,SSW,ESE,13.0,17.0,81.0,59.0,1018.4,1016.3,7.0,5.0,16.0,18.5,No,No
2012-08-12,Moree,2.9,19.0,0.0,3.4,10.6,SSW,37.0,SSW,SW,11.0,15.0,63.0,35.0,1023.7,1020.1,1.0,1.0,11.8,18.2,No,No
2015-07-03,Cairns,16.2,26.1,0.0,5.8,7.9,ESE,44.0,S,SE,15.0,33.0,62.0,48.0,1018.0,1015.3,3.0,5.0,22.5,24.4,No,No
2017-05-26,Perth,10.0,19.4,1.4,2.8,6.7,SSE,30.0,SSE,SSW,9.0,11.0,90.0,60.0,1021.1,1020.1,0.0,3.0,16.2,18.7,Yes,No
